co_code,status,reason,N,features_used,R²,Adj R²,F-stat,F p-value,AIC,BIC,pre_fails,pre_warns,post_fails,post_warns,coef_const,pval_const,coef_lag_ret,pval_lag_ret,coef_Momentum,pval_Momentum,coef_BM_sep,pval_BM_sep,coef_OpProf,pval_OpProf,coef_Inv,pval_Inv,coef_mktcap,pval_mktcap
4871,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.114781,0.091176,3.7428,0.001434,-131.4374,-107.3102,1.0,0.0,2.0,2.0,0.524551,0.00021,-0.072942,0.308402,-0.050324,0.05361,0.101961,0.001809,-0.008175,0.762955,-0.155655,0.022097,0.08226,5e-06
4897,OK,,126.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.189768,0.148916,8.8909,0.0,-48.4683,-28.6144,1.0,0.0,1.0,1.0,-0.62309,0.156899,0.046187,0.836173,-0.084101,7e-06,0.332562,0.00699,-0.009731,0.945261,0.01139,0.926546,0.25913,1.2e-05
4934,OK,,124.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.158238,0.115071,2.611,0.020652,29.3994,49.1414,1.0,0.0,1.0,2.0,-0.745712,0.130123,-0.022525,0.792511,-0.10166,0.002227,0.434728,0.01256,0.11202,0.447892,-0.004274,0.051521,0.180567,0.000189
4964,OK,,184.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.113484,0.083433,4.6694,0.000196,-140.9842,-118.4796,1.0,0.0,1.0,2.0,0.227929,0.319919,-0.072704,0.393122,-0.025058,0.235336,0.139857,0.000147,-0.037501,0.390986,0.089903,0.329483,0.13337,2e-06
4972,OK,,40.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.214252,0.071389,1.5006,0.208608,16.3396,28.1618,1.0,0.0,1.0,1.0,-2.210548,0.118822,-0.153523,0.68037,-0.4813,0.156041,0.165016,0.249533,3.154861,0.084382,1.892797,0.18755,0.401267,0.028402
4977,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
5016,OK,,75.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.16344,0.089626,2.1662,0.056924,6.5328,22.7552,1.0,0.0,1.0,2.0,-0.24625,0.696098,-0.008494,0.953132,-0.030316,0.143065,0.048375,0.154347,-0.003102,0.975945,0.054531,0.107621,0.122992,0.045109
5037,OK,,196.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.124459,0.096664,4.0312,0.000797,-98.0699,-75.1231,1.0,0.0,1.0,2.0,0.075174,0.762037,-0.146123,0.042502,-0.013648,0.437953,0.019955,7.1e-05,0.10248,0.614202,-0.181739,0.01008,0.116208,8e-06
5039,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.029615,0.007307,1.5151,0.173369,-154.7179,-129.581,1.0,0.0,2.0,2.0,0.762999,0.0,-0.031079,0.713866,-0.014511,0.345572,0.017015,0.410027,-0.039848,0.246979,-0.003178,0.914913,0.036247,0.045762
56,SKIPPED,Insufficient obs (16) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
87,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.215824,0.196928,9.5783,0.0,-321.3874,-296.5711,1.0,0.0,2.0,2.0,-0.424568,0.094773,-0.163107,0.003928,-0.066327,0.000299,0.22199,0.0,0.376094,0.0,-0.033589,0.71414,0.163184,0.0
94,OK,,115.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.349594,0.31346,7.3057,1e-06,-199.5841,-180.3695,1.0,0.0,1.0,2.0,-1.026759,0.019023,-0.268131,0.005754,-0.134884,0.004559,0.146776,0.0001,-0.104475,0.050693,0.042971,0.768657,0.349795,0.0
116,OK,,40.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.354007,0.236554,1.5929,0.180342,15.582,27.4041,1.0,0.0,0.0,2.0,-0.508406,0.607702,0.035267,0.859397,-0.219268,0.002991,0.226662,0.126085,0.07137,0.829024,0.631015,0.543628,0.267713,0.077101
117,OK,,240.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.091693,0.068303,3.1085,0.006,-269.5313,-245.1668,1.0,0.0,2.0,2.0,0.412165,0.026405,-0.004383,0.954992,-0.013377,0.432587,0.088248,0.001443,0.081037,0.044506,-0.117376,0.001221,0.061681,0.001029
133,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.373784,0.327398,3.612,0.003176,4.8002,22.1415,1.0,0.0,2.0,2.0,-1.108698,0.232374,-0.121679,0.146947,-0.316615,0.001562,0.206634,0.073644,0.779217,0.087776,-0.492502,0.025049,0.361478,0.015983
134,OK,,128.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.158842,0.117132,3.0993,0.007375,-223.2272,-203.263,1.0,0.0,1.0,2.0,-0.234307,0.515039,-0.121516,0.167985,-0.036439,0.151062,0.823778,0.000231,0.013303,0.892576,0.050448,0.667543,0.124339,8.2e-05
138,OK,,124.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.305904,0.27031,9.063,0.0,-86.6651,-66.9231,1.0,0.0,1.0,2.0,0.156277,0.478804,-0.195037,0.004853,-0.243239,5.3e-05,0.055435,0.02371,0.012153,0.212736,-0.308762,3e-06,0.201359,1e-06
142,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
144,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
159,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
160,OK,,43.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.565465,0.493042,1.1099,0.375838,-98.9091,-86.5807,1.0,0.0,0.0,2.0,0.623755,0.087976,-0.002642,0.989109,-0.073816,0.354904,0.008007,0.723987,0.420116,0.430768,-0.05755,0.299019,0.063118,0.451773
161,OK,,172.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.278716,0.252487,8.7523,0.0,-148.1299,-126.0975,1.0,0.0,1.0,1.0,-0.946619,0.005037,-0.233844,0.022424,-0.138532,0.000535,0.204268,2e-06,-0.333894,0.005481,-0.447987,3.1e-05,0.32825,0.0
163,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.164678,0.102802,2.3866,0.03569,-216.0773,-198.736,1.0,0.0,0.0,2.0,-0.507924,0.27219,-0.022139,0.856168,-0.126193,0.02333,0.945672,0.003391,0.366886,0.119659,-0.006728,0.942315,0.098667,0.002266
168,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.070894,0.050474,2.9485,0.008353,-252.4836,-227.04,1.0,0.0,2.0,2.0,0.740899,1.1e-05,-0.079359,0.337278,-0.023784,0.12195,0.051856,0.032819,0.184481,0.000442,-0.106097,0.226176,0.026285,0.00663
170,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
196,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
205,OK,,199.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.121281,0.093821,2.8508,0.01107,-259.812,-236.7589,1.0,0.0,2.0,2.0,-0.520307,0.327151,-0.039682,0.821195,-0.04912,0.014442,0.288767,0.000429,0.264753,0.262456,0.137526,0.019322,0.135233,0.002975
235,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
236,OK,,202.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.180669,0.155459,6.9958,1e-06,-101.8444,-78.6865,1.0,0.0,2.0,2.0,-0.072125,0.735728,-0.074151,0.39755,-0.02279,0.084818,0.076395,0.0,0.341415,0.032248,0.111621,0.049624,0.150591,0.0
239,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
242,OK,,196.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.127867,0.10018,3.8042,0.001331,-97.5392,-74.5924,1.0,0.0,1.0,2.0,-0.453052,0.171375,-0.06082,0.420785,-0.056802,0.022227,0.052511,8.3e-05,-0.106985,0.559218,-0.026171,0.678254,0.177318,5e-06
265,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.130825,0.106341,4.1778,0.000541,-55.701,-31.9456,1.0,0.0,2.0,2.0,0.093958,0.801161,-0.083371,0.185426,-0.000332,0.980761,0.091248,0.037276,-0.059951,0.269016,-0.034319,0.279033,0.120522,0.00601
286,OK,,181.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.036355,0.003126,1.0598,0.388676,-117.1068,-94.7173,1.0,0.0,1.0,2.0,0.789928,0.003034,-0.030829,0.731291,-0.003645,0.833904,0.015451,0.097056,0.10207,0.043431,0.150489,0.172255,0.011296,0.635533
292,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
294,OK,,196.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.178958,0.152893,6.7918,2e-06,-137.5052,-114.5584,1.0,0.0,2.0,2.0,-0.134811,0.546194,-0.02923,0.793672,-0.058712,0.016834,0.06836,2e-06,-0.378121,0.197503,0.047107,0.292047,0.171175,0.0
297,OK,,51.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.24756,0.144955,3.2646,0.009638,52.4661,65.9889,1.0,0.0,1.0,2.0,-0.605863,0.315146,-0.078441,0.749721,-0.133345,0.127056,0.033678,0.887382,-0.413031,0.052583,0.877794,0.344141,0.364896,0.024248
300,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
303,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
311,OK,,202.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.098923,0.071198,2.8764,0.010431,-14.6864,8.4715,1.0,0.0,1.0,2.0,0.727961,0.0,-0.018666,0.823717,-0.003235,0.646718,0.138162,0.001285,-0.002114,0.972614,0.106967,0.015551,0.031875,0.040902
316,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
321,OK,,100.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.261368,0.213714,6.4328,1.1e-05,-122.0534,-103.8172,1.0,0.0,1.0,2.0,-0.709273,0.071005,-0.117525,0.207462,-0.052468,0.045278,0.118059,8e-06,-1.932844,1.3e-05,0.264583,0.256157,0.272567,0.0
331,OK,,97.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.072719,0.0109,1.3075,0.261999,-39.5178,-21.4948,1.0,0.0,1.0,2.0,0.331114,0.370266,0.209102,0.079891,-0.021186,0.515131,0.048301,0.221347,0.170412,0.308386,-0.012497,0.857553,0.047987,0.256894
334,SKIPPED,Insufficient obs (10) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
348,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.094473,0.074572,1.4736,0.187229,-79.0996,-53.656,1.0,0.0,2.0,1.0,0.484507,0.04537,0.264382,0.29528,-0.005013,0.481839,0.055895,0.204421,0.076707,0.062343,-0.105549,0.194101,0.020823,0.235
349,OK,,108.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.136931,0.08566,2.314,0.039053,-77.6813,-58.9064,1.0,0.0,0.0,2.0,0.034802,0.93031,0.050628,0.621288,-0.057139,0.029591,0.351096,0.016656,-0.039054,0.354292,-0.029746,0.603679,0.09501,0.007566
368,OK,,136.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.157536,0.118351,2.9306,0.010305,-57.3145,-36.9259,1.0,0.0,1.0,2.0,0.614029,0.000487,-0.107167,0.252091,-0.044333,0.068115,0.333956,0.000523,0.14608,0.114959,0.055607,0.624554,0.050712,0.003616
392,OK,,70.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.122898,0.039364,2.7278,0.020274,-74.4351,-58.6957,1.0,0.0,1.0,2.0,0.458393,0.623338,-0.169191,0.115073,-0.014744,0.756091,0.18436,0.573452,0.124214,0.331052,-0.044007,0.600098,0.088856,0.42249
409,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
416,OK,,76.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.175857,0.104192,2.5429,0.027761,-35.1004,-18.7853,1.0,0.0,1.0,2.0,-0.366951,0.441336,-0.004455,0.980959,0.003377,0.908335,0.17138,0.009338,0.068188,0.630245,0.093613,0.078448,0.152218,0.002332
424,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.035032,0.012849,0.9874,0.434186,-367.8179,-342.681,1.0,0.0,2.0,2.0,0.677951,0.000661,0.158183,0.06545,-0.007082,0.635783,0.043449,0.28942,0.038002,0.320147,0.021581,0.797703,0.012675,0.393224
433,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.075396,0.05074,2.1464,0.049231,-249.0949,-224.9678,1.0,0.0,1.0,2.0,0.832767,0.0,-0.069595,0.365082,-0.03305,0.095388,0.043244,0.00755,0.067996,0.20074,-0.090064,0.184532,0.028541,0.022924
460,OK,,96.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.126077,0.067161,2.7531,0.016799,-16.8608,1.0896,1.0,0.0,1.0,2.0,0.193589,0.512441,-0.075919,0.473206,-0.036621,0.429221,0.236476,0.001774,0.061792,0.833313,0.015132,0.878808,0.123493,0.001053
469,OK,,187.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.121319,0.092029,3.6784,0.001799,-1.4049,21.2129,1.0,0.0,1.0,2.0,0.148103,0.583326,-0.017554,0.853173,-0.082196,0.00154,0.072305,0.008846,0.029955,0.554526,0.341471,0.119294,0.128864,0.00011
481,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.49505,0.441897,6.8065,1.8e-05,-115.8591,-100.7469,1.0,0.0,0.0,2.0,-4.498334,4e-06,-0.167202,0.122479,-0.150256,4e-06,1.715812,0.000169,2.689135,0.000988,-0.450738,0.179231,0.458266,0.0
492,OK,,166.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.22289,0.193566,6.9455,1e-06,-159.4967,-137.7128,1.0,0.0,2.0,2.0,-0.053968,0.841101,-0.152989,0.032941,-0.091538,0.002682,0.054248,7.3e-05,0.273636,0.028746,0.489803,0.000404,0.183602,1e-06
501,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
505,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.108453,0.083339,3.575,0.00214,-304.1721,-280.4167,1.0,0.0,1.0,2.0,0.657268,1.1e-05,-0.141222,0.08234,0.012105,0.506558,0.108163,8.7e-05,0.006142,0.946455,0.0339,0.561914,0.046553,0.000367
515,OK,,40.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.307685,0.18181,1.81,0.127495,-24.7299,-12.9078,1.0,0.0,2.0,1.0,-1.404108,0.121001,0.038421,0.813765,-0.103512,0.007219,-0.17664,0.874483,0.115512,0.028186,0.389003,0.159542,0.253641,0.021506
516,SKIPPED,Insufficient obs (1) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
520,OK,,154.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.290862,0.261918,10.7058,0.0,-194.6916,-173.4329,1.0,0.0,1.0,1.0,-0.977027,0.003274,-0.144301,0.040695,-0.103383,1.7e-05,0.149497,3e-06,0.21455,1.8e-05,-0.240402,0.004551,0.353953,0.0
537,OK,,84.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.417849,0.372487,5.8494,4.6e-05,-39.8421,-22.8264,1.0,0.0,2.0,1.0,-1.862166,0.004753,-0.155285,0.161168,-0.345239,2e-06,0.044171,0.671008,1.068235,0.052002,-1.144746,0.001522,0.519327,1e-06
542,OK,,124.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.151285,0.107761,3.3987,0.003977,13.9662,33.7082,1.0,0.0,2.0,2.0,0.388199,0.108029,-0.07826,0.538902,-0.011334,0.453028,0.046274,0.004556,-0.012428,0.832772,-0.089079,0.67166,0.113914,0.000808
562,OK,,124.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.128215,0.083508,1.4713,0.193982,-95.5864,-75.8444,1.0,0.0,1.0,2.0,-0.066173,0.892061,-0.11572,0.269162,-0.051053,0.146439,0.344505,0.009541,0.145605,0.057875,-0.04604,0.726652,0.125296,0.0131
582,SKIPPED,Insufficient obs (15) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
596,OK,,55.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.118154,0.007924,0.7527,0.610404,20.8326,34.8839,1.0,0.0,1.0,2.0,0.630146,0.252715,-0.048622,0.82025,-0.211689,0.097383,0.038734,0.487266,0.069285,0.694364,-0.476888,0.230032,0.073835,0.52362
629,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
630,OK,,75.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.379125,0.324342,5.805,6.3e-05,-82.8329,-66.6105,1.0,0.0,1.0,2.0,-0.79705,0.075194,-0.101616,0.544838,-0.260699,5e-06,0.289244,0.001173,-0.481021,0.245754,-0.038912,0.42509,0.266927,2e-06
638,OK,,153.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.040706,0.001283,1.2774,0.271208,-148.4215,-127.2084,1.0,0.0,1.0,2.0,0.749118,3.7e-05,0.135065,0.370414,-0.017869,0.13954,0.066898,0.084791,0.043581,0.719907,-0.017908,0.472378,0.010646,0.635733
639,SKIPPED,Insufficient obs (30) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
664,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.05069,0.027815,2.0467,0.060151,-319.3154,-294.4992,1.0,0.0,2.0,2.0,0.780995,0.0,-0.120586,0.105285,-0.010744,0.547558,0.116589,0.034537,0.062969,0.028287,0.014347,0.790911,0.034296,0.003857
671,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
675,OK,,199.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.052634,0.023029,2.3242,0.034426,-130.1888,-107.1357,1.0,0.0,1.0,2.0,0.740824,2e-06,-0.00678,0.942152,-0.010866,0.519856,0.030715,0.044276,0.197165,0.005605,0.029494,0.263463,0.020487,0.075968
676,OK,,193.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.040347,0.00939,1.8745,0.087261,-32.3004,-9.4616,1.0,0.0,1.0,2.0,0.718239,0.001933,0.093735,0.4671,-0.008933,0.783883,0.023742,0.40287,0.208288,0.128401,-0.060581,0.269716,0.017377,0.251539
683,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.056295,0.033555,2.4763,0.024092,-250.1777,-225.3614,1.0,0.0,2.0,2.0,0.865478,0.0,0.069895,0.437243,0.015669,0.03613,0.044427,0.177215,2e-06,0.880121,0.12528,0.083585,0.005448,0.522279
689,OK,,96.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.251504,0.201043,2.5965,0.022963,-124.5302,-106.5798,1.0,0.0,1.0,2.0,0.445306,0.167276,-0.166087,0.17617,-0.020614,0.337484,0.418393,0.00024,0.035683,0.025826,-0.007261,0.050219,0.065373,0.025907
699,OK,,184.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.12698,0.097386,3.3299,0.003931,-59.9599,-37.4553,1.0,0.0,1.0,2.0,-0.081584,0.762767,-0.098698,0.156715,-0.01793,0.095826,0.066029,0.000239,-0.005958,0.945295,-0.068085,0.629791,0.139177,2.7e-05
713,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
727,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
729,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
750,OK,,48.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.242535,0.131686,2.4585,0.04012,-57.9599,-44.8615,1.0,0.0,2.0,1.0,-2.67633,0.024743,-0.224619,0.075587,-0.010125,0.39022,0.130976,0.853398,0.248099,0.318664,-0.026756,0.164365,0.446799,0.000827
761,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.073965,0.049271,1.4875,0.183388,-13.659,10.4681,1.0,0.0,2.0,2.0,0.935497,0.001181,0.155989,0.23277,0.001457,0.685455,0.000164,0.993649,0.398422,0.146125,-0.00517,0.579109,-0.005847,0.820929
808,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
820,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
821,OK,,73.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.087447,0.004488,1.0006,0.432533,-69.4412,-53.408,1.0,0.0,1.0,2.0,0.292093,0.593975,-0.066814,0.714377,-0.07645,0.119791,0.130191,0.142461,-0.02795,0.606978,0.283563,0.504612,0.081701,0.152328
822,OK,,124.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.100297,0.054159,2.3977,0.031994,-75.443,-55.7011,1.0,0.0,1.0,2.0,0.421576,0.045807,0.073164,0.455082,-0.058252,0.033356,0.111951,0.065871,0.087511,0.024714,-0.270881,0.031354,0.056467,0.010152
828,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.102359,0.082631,3.5825,0.001959,-269.6899,-244.2464,1.0,0.0,2.0,2.0,0.237587,0.179358,0.178957,0.156855,-0.016708,0.029442,0.074025,0.000459,0.007689,0.876784,-0.023714,0.586528,0.059435,0.000372
829,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.086666,0.066593,4.402,0.000289,-331.9773,-306.5338,1.0,0.0,1.0,2.0,0.175807,0.400477,-0.104339,0.136764,-0.025457,0.122258,0.103973,9e-06,0.298735,5.4e-05,-0.138528,0.214585,0.082639,7e-06
831,OK,,184.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.123387,0.093671,4.7322,0.00017,-174.0234,-151.5188,1.0,0.0,1.0,2.0,-0.283306,0.334246,-0.075513,0.383373,-0.067613,0.000763,0.551955,0.001763,0.040472,0.020564,0.366004,0.018977,0.137178,9e-06
855,OK,,139.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.245704,0.211418,8.1891,0.0,-78.9215,-58.3802,1.0,0.0,2.0,2.0,-1.768293,0.000207,-0.133172,0.186443,-0.128209,0.003833,0.222504,0.002375,-0.003352,0.94146,0.510504,0.171125,0.421118,0.0
899,OK,,118.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.128976,0.081894,2.1439,0.053874,-25.8251,-6.4303,1.0,0.0,2.0,2.0,-0.175218,0.759704,-0.077491,0.464727,-0.008013,0.793714,0.339795,0.017956,0.221011,0.424968,0.162636,0.280093,0.142244,0.014964
905,OK,,190.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.127016,0.098394,5.3785,3.9e-05,-158.9637,-136.2345,1.0,0.0,2.0,1.0,0.475825,0.00028,-0.049501,0.54139,-0.036279,0.000224,0.192399,0.003603,-0.024958,0.01243,-0.100326,0.03372,0.096768,0.0
911,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.180505,0.119801,3.9442,0.001648,-69.77,-52.4287,1.0,0.0,0.0,1.0,-0.585225,0.115218,-0.105095,0.334484,-0.059041,0.011061,0.094496,0.040017,0.548672,0.000827,-0.446691,0.04165,0.179894,8.3e-05
946,OK,,106.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.350104,0.310717,4.7165,0.00029,-30.3157,-11.6717,1.0,0.0,2.0,2.0,-1.247972,0.004714,-0.189667,0.063446,-0.070422,0.002188,0.176603,5e-06,0.139867,0.238329,0.456879,0.001267,0.406653,0.0
947,SKIPPED,Insufficient obs (15) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
952,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.057133,0.03199,2.9089,0.009441,-142.4704,-118.3432,1.0,0.0,1.0,2.0,0.69003,1.9e-05,-0.003498,0.96535,-0.028224,0.092183,0.071768,0.035944,0.048055,0.047867,-0.056034,0.049352,0.033752,0.060073
953,OK,,202.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.150914,0.124788,5.2869,4.5e-05,-69.9889,-46.831,1.0,0.0,2.0,2.0,-1.075635,0.013934,-0.025052,0.793568,-0.065224,0.050361,0.113214,6e-06,0.946879,0.000197,0.03013,0.815772,0.27651,1e-06
995,OK,,109.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.098645,0.045624,1.921,0.084421,-35.3621,-16.5226,1.0,0.0,0.0,2.0,1.038543,0.000247,-0.012997,0.895264,-0.032686,0.087202,-0.051762,0.38267,0.042049,0.476604,-0.106785,0.01064,0.013812,0.602412
1015,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
1018,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
1030,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
1045,OK,,100.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.148721,0.0938,2.9908,0.010234,-104.534,-86.2978,1.0,0.0,2.0,2.0,0.297606,0.572363,0.120196,0.329221,-0.029048,0.159466,0.609989,0.043033,-0.041971,0.872711,-0.191349,0.145657,0.059527,0.121537
1050,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.200145,0.179895,10.6358,0.0,-190.3085,-165.8283,1.0,0.0,1.0,2.0,-0.052986,0.787234,-0.190202,0.001699,-0.04687,0.008289,0.073026,1e-06,-0.205122,0.00023,0.066653,0.27374,0.177508,0.0
1064,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.106995,0.085477,3.0267,0.007117,-8.2484,16.5678,1.0,0.0,2.0,2.0,-0.281927,0.456092,-0.057684,0.485956,-0.01472,0.223913,0.091328,0.000126,0.274979,0.007737,-0.245917,0.02754,0.182749,0.000178
1066,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.043237,0.022209,1.5786,0.153375,-17.805,7.6385,1.0,0.0,1.0,2.0,0.51933,0.005632,0.007942,0.925361,-0.003192,0.748424,0.02499,0.010838,0.06693,0.338717,-0.185852,0.095473,0.063855,0.004313
1067,OK,,229.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.033048,0.006914,1.0947,0.366428,21.8732,45.9092,1.0,0.0,1.0,2.0,1.158091,0.0,0.009381,0.915068,0.008095,0.41715,-0.011098,0.185056,0.004872,0.925308,-0.113108,0.1051,-0.010107,0.564061
1078,OK,,175.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.214815,0.186773,2.4736,0.025574,181.7208,203.8743,0.0,0.0,2.0,2.0,-0.504676,0.26761,-0.025543,0.83229,-0.066126,0.003197,0.072013,0.008379,-0.3429,0.187173,0.142599,0.638655,0.358324,0.000514
